FULL ADDRESS,PARCEL_NO,X,Y,C.TRACT.,C.BLOCK.,CASE#,V.I.D,VIOLATION TYPE,ISSUED,COMP_TYPE
3010 W LIBERTY ST,020400200026,1383872,413187,92.00,2000,B202006423,CD06302186,REPAIR GUTTERS AND DOWNSPOUTS, 01/07/2021,CBHCODE
3010 W LIBERTY ST,020400200026,1383872,413187,92.00,2000,B202006423,CD06303393,PAINT EXTERIOR, 01/07/2021,CBHCODE
3025  MICKEY AV,020400200129,1383832,413694,92.00,2000,B201907761,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 12/18/2019,CBHCODE
3025  MICKEY AV,020400200129,1383832,413694,92.00,2000,B201907761,BCOE406,SEWER CONNECT DOWNSPOUTS, 12/18/2019,CBHCODE
3025  THERESA ST,020400200019,1383830,413468,92.00,2000,B202300037,CD07440661,DEFECTIVE PLUMBING LINES, 02/16/2023,CBHCODE
3025  THERESA ST,020400200019,1383830,413468,92.00,2000,B202300037,CD07440660,REPAIR DRYER VENT, 02/16/2023,CBHCODE
3025  THERESA ST,020400200019,1383830,413468,92.00,2000,B202300037,BCOE400,REPAIR ROOF, 02/16/2023,CBHCODE
3025  THERESA ST,020400200019,1383830,413468,92.00,2000,B202300037,CD07440652,REPAIR LEAK AND DAMAGE, 02/16/2023,CBHCODE
3025  THERESA ST,020400200019,1383830,413468,92.00,2000,B202300037,CD07440654,TOILET ROOM SURFACES, 02/16/2023,CBHCODE
3025  THERESA ST,020400200019,1383830,413468,92.00,2000,B202300037,CD07440658,PAINT EXTERIOR, 02/16/2023,CBHCODE
3050  MICKEY AV,020400200008,1383647,414124,92.00,2000,B202105655,CD06755890,REPAIR WINDOWS, 10/27/2021,CBHCODE
3050  MICKEY AV,020400200008,1383647,414124,92.00,2000,B202105655,CD06755873,TOILET ROOM SURFACES, 10/27/2021,CBHCODE
3050  MICKEY AV,020400200008,1383647,414124,92.00,2000,B202105655,CD06755874,TOILET ROOM VENTILATION, 10/27/2021,CBHCODE
3050  MICKEY AV,020400200008,1383647,414124,92.00,2000,B202105655,CD06755876,INSECT AND RODENT CONTROL, 10/27/2021,CBHCODE
3050  MICKEY AV,020400200008,1383647,414124,92.00,2000,B202105655,CD06755878,REPAIR LEAK AND DAMAGE, 10/27/2021,CBHCODE
3050  MICKEY AV,020400200008,1383647,414124,92.00,2000,B202105655,CD06755891,PAINT EXTERIOR, 10/27/2021,CBHCODE
3050  MICKEY AV,020400200008,1383647,414124,92.00,2000,B202200976,CD06992155,REPAIR LEAK AND DAMAGE, 04/27/2022,CBHCODE
3050  MICKEY AV,020400200008,1383647,414124,92.00,2000,B202200976,CD06992157,INSECT AND RODENT CONTROL, 04/27/2022,CBHCODE
3304  FREDDIE DR,020400200102,1383130,413501,92.00,2000,B202104900,BCOE413,PAINT EXTERIOR, 09/28/2021,CBHCODE
3304  FREDDIE DR,020400200102,1383130,413501,92.00,2000,B202104900,BCOE400,REPAIR ROOF, 09/28/2021,CBHCODE
3304  FREDDIE DR,020400200102,1383130,413501,92.00,2000,B202104900,BCOE411,REPAIR SIDING, 09/28/2021,CBHCODE
3304  FREDDIE DR,020400200102,1383130,413501,92.00,2000,B202104900,BCOE412,WEATHERTIGHT EXTERIOR, 09/28/2021,CBHCODE
3338  GLENWAY AV,017300020069,1382447,412343,92.00,2000,B202204463,CD07240195,REPAIR WINDOWS, 11/18/2022,CBHCODE
3400  GLENWAY AV,017300030117,1382312,412332,92.00,2000,B202102068,CD06444404,REPAIR LEAK AND DAMAGE, 05/17/2021,CBHCODE
3410  GLENWAY AV,017300030138,1382140,412374,92.00,2000,B202105636,BCOE412,WEATHERTIGHT EXTERIOR, 10/20/2021,CBHCODE
3410  GLENWAY AV,017300030138,1382140,412374,92.00,2000,B202105636,BCOE414,REPAIR WINDOWS, 10/20/2021,CBHCODE
3411  LEHMAN RD,017300030089,1382230,412941,92.00,2000,B201904995,BCOE605,REPAIR LEAK AND DAMAGE, 07/09/2019,CBHCODE
3526  GLENWAY AV,017300030018,1381496,412428,92.00,2000,B202202284,CD06990961,PAINT OR PAPER ROOMS, 04/27/2022,CBHCODE
3536  GLENWAY AV,017300030013,1381362,412447,92.00,2000,B201906399,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 09/17/2019,CBHCODE
3536  GLENWAY AV,017300030013,1381362,412447,92.00,2000,B201906399,BCOE414,REPAIR WINDOWS, 09/17/2019,CBHCODE
3732  MAYFIELD AV,017400040132,1380204,413197,92.00,2000,B201907100,BCOE400,REPAIR ROOF, 11/12/2019,CBHCODE
3732  MAYFIELD AV,017400040132,1380204,413197,92.00,2000,B201907100,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 11/12/2019,CBHCODE
3732  MAYFIELD AV,017400040132,1380204,413197,92.00,2000,B201907100,BCOE413,PAINT EXTERIOR, 11/12/2019,CBHCODE
3732  MAYFIELD AV,017400040132,1380204,413197,92.00,2000,B202101621,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 03/31/2021,CBHCODE
3732  MAYFIELD AV,017400040132,1380204,413197,92.00,2000,B202101621,BCOE413,PAINT EXTERIOR, 03/31/2021,CBHCODE
3736  MAYFIELD AV,017400050153,1380115,413208,92.00,2000,B202101716,BCOE414,REPAIR WINDOWS, 06/21/2021,CBHCODE
3736  MAYFIELD AV,017400050153,1380115,413208,92.00,2000,B202101716,BCOE605,REPAIR LEAK AND DAMAGE, 06/21/2021,CBHCODE
3736  MAYFIELD AV,017400050153,1380115,413208,92.00,2000,B202101716,CD06544285,PAINT EXTERIOR, 06/21/2021,CBHCODE
2279  SCHOEDINGER AV,020500200053,1383263,415970,92.00,2001,B202003162,BCOE606,PAINT OR PAPER ROOMS, 07/01/2020,CBHCODE
2283  SCHOEDINGER AV,020500200051,1383279,416014,92.00,2001,B201800228,CD04783052,REPAIR LEAK AND DAMAGE, 01/24/2018,CBHCODE
2283  SCHOEDINGER AV,020500200051,1383279,416014,92.00,2001,B201800228,BCOE401,REPAIR FLASHING, 01/24/2018,CBHCODE
2283  SCHOEDINGER AV,020500200051,1383279,416014,92.00,2001,B201800228,BCOE400,REPAIR ROOF, 01/24/2018,CBHCODE
2283  SCHOEDINGER AV,020500200051,1383279,416014,92.00,2001,B201800228,CD04783053,DEFECTIVE GAS APPLIANCE, 01/24/2018,CBHCODE
3305  FREDDIE DR,020400200101,1383109,413401,92.00,2002,B201908631,BCOE411,REPAIR SIDING, 01/28/2020,CBHCODE
3305  FREDDIE DR,020400200101,1383109,413401,92.00,2002,B201908631,BCOE400,REPAIR ROOF, 01/28/2020,CBHCODE
3305  FREDDIE DR,020400200101,1383109,413401,92.00,2002,B201908631,BCOE401,REPAIR FLASHING, 01/28/2020,CBHCODE
3317  FREDDIE DR,020400200113,1382988,413405,92.00,2002,B202101635,CD06461972,REPAIR GUTTERS AND DOWNSPOUTS, 05/04/2021,CBHCODE
3317  FREDDIE DR,020400200113,1382988,413405,92.00,2002,B202104669,CD06680006,REPAIR GUTTERS AND DOWNSPOUTS, 09/13/2021,CBHCODE
3317  FREDDIE DR,020400200113,1382988,413405,92.00,2002,B201908632,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 01/28/2020,CBHCODE
3321  FREDDIE DR,020400200112,1382948,413408,92.00,2002,B202101500,CD06404549,DEFECTIVE PLUMBING LINES, 03/26/2021,CBHCODE
3321  FREDDIE DR,020400200112,1382948,413408,92.00,2002,B202101500,CD06404551,REPAIR LEAK AND DAMAGE, 03/26/2021,CBHCODE
3321  FREDDIE DR,020400200112,1382948,413408,92.00,2002,B202101500,CD06404552,PAINT EXTERIOR, 03/26/2021,CBHCODE
3321  FREDDIE DR,020400200112,1382948,413408,92.00,2002,B202101500,CD06404548,REPAIR SINK, 03/26/2021,CBHCODE
3321  FREDDIE DR,020400200112,1382948,413408,92.00,2002,B202101500,BCOE667,INSECT AND RODENT CONTROL, 03/26/2021,CBHCODE
3321  FREDDIE DR,020400200112,1382948,413408,92.00,2002,B202101500,BCOE621,TOILET ROOM SURFACES, 03/26/2021,CBHCODE
3321  FREDDIE DR,020400200112,1382948,413408,92.00,2002,B202101500,CD06404542,REPAIR DRYER VENT, 03/26/2021,CBHCODE
3321  FREDDIE DR,020400200112,1382948,413408,92.00,2002,B202101500,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 03/26/2021,CBHCODE
1633  QUEBEC RD,02040A150171,1379869,413950,92.00,3000,B202105715,CD06764692,PAINT EXTERIOR, 11/19/2021,CBHCODE
1633  QUEBEC RD,02040A150171,1379869,413950,92.00,3000,B202206106,CD07327224,PAINT EXTERIOR, 12/01/2022,CBHCODE
1633  QUEBEC RD,02040A150171,1379869,413950,92.00,3000,B202205591,CD07291514,PAINT EXTERIOR, 10/25/2022,CBHCODE
1646  WYOMING AV,02040A150165,1379875,414158,92.00,3000,B202200114,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 03/17/2022,CBHCODE
1646  WYOMING AV,02040A150165,1379875,414158,92.00,3000,B202200114,BCOE414,REPAIR WINDOWS, 03/17/2022,CBHCODE
1646  WYOMING AV,02040A150165,1379875,414158,92.00,3000,B201803679,BCOE413,PAINT EXTERIOR, 05/22/2018,CBHCODE
1646  WYOMING AV,02040A150165,1379875,414158,92.00,3000,B201803679,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 05/22/2018,CBHCODE
1705  QUEBEC RD,020400140136,1380312,414441,92.00,3000,B202003785,CD06084102,REPAIR LEAK AND DAMAGE, 07/20/2020,CBHCODE
1705  QUEBEC RD,020400140136,1380312,414441,92.00,3000,B202003785,CD06084098,CLOGGED YARD DRAINS, 07/20/2020,CBHCODE
1705  QUEBEC RD,020400140136,1380312,414441,92.00,3000,B202003785,CD06084099,REPAIR GUTTERS AND DOWNSPOUTS, 07/20/2020,CBHCODE
1705  QUEBEC RD,020400140136,1380312,414441,92.00,3000,B202003785,CD06084101,PAINT EXTERIOR, 07/20/2020,CBHCODE
1742  WYOMING AV,02040A150143,1379932,414749,92.00,3000,B202104956,CD06703299,PAINT EXTERIOR, 09/22/2021,CBHCODE
1820  WYOMING AV,020400170171,1380051,415146,92.00,3000,B201707642,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 01/05/2018,CBHCODE
1917  WESTMONT LN,020400180013,1380390,416151,92.00,3000,B201905534,BCOE400,REPAIR ROOF, 07/25/2019,CBHCODE
1917  WESTMONT LN,020400180013,1380390,416151,92.00,3000,B201905534,BCOE605,REPAIR LEAK AND DAMAGE, 07/25/2019,CBHCODE
1918  WESTMONT LN,020400180013,1380560,416132,92.00,3000,B202005492,CD06306315,REPAIR LEAK AND DAMAGE, 01/11/2021,CBHCODE
1918  WESTMONT LN,020400180013,1380560,416132,92.00,3000,B201905526,BCOE400,REPAIR ROOF, 07/22/2019,CBHCODE
1918  WESTMONT LN,020400180013,1380560,416132,92.00,3000,B201905526,BCOE605,REPAIR LEAK AND DAMAGE, 07/22/2019,CBHCODE
1919  COLONY DR,020400180013,1380668,415842,92.00,3000,B201804062,CD05001840,REPAIR GUTTERS AND DOWNSPOUTS, 06/12/2018,CBHCODE
1921  WESTMONT LN,020400180013,1380470,416296,92.00,3000,B202203125,CD07101612,REPAIR LEAK AND DAMAGE, 06/29/2022,CBHCODE
1921  WESTMONT LN,020400180013,1380470,416296,92.00,3000,B202203125,CD07101613,TOILET ROOM SURFACES, 06/29/2022,CBHCODE
1926  WESTMONT LN,020400180013,1380610,416507,92.00,3000,B202202195,CD06984199,PAINT EXTERIOR, 04/22/2022,CBHCODE
1926  WESTMONT LN,020400180013,1380610,416507,92.00,3000,B202003834,CD06119639,REPAIR LEAK AND DAMAGE, 08/11/2020,CBHCODE
2047  QUEEN CITY AV,020500240068,1381816,417773,92.00,3000,B201805591,BCOE414,REPAIR WINDOWS, 08/22/2018,CBHCODE
2047  QUEEN CITY AV,020500240068,1381816,417773,92.00,3000,B201805591,BCOE400,REPAIR ROOF, 08/22/2018,CBHCODE
2047  QUEEN CITY AV,020500240068,1381816,417773,92.00,3000,B201805591,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 08/22/2018,CBHCODE
2047  QUEEN CITY AV,020500240068,1381816,417773,92.00,3000,B201805591,BCOE605,REPAIR LEAK AND DAMAGE, 08/22/2018,CBHCODE
2047  QUEEN CITY AV,020500240068,1381816,417773,92.00,3000,B201805591,BCOE625,REPAIR SINK, 08/22/2018,CBHCODE
2047  QUEEN CITY AV,020500240068,1381816,417773,92.00,3000,B201805591,BCOE634,DEFECTIVE PLUMBING LINES, 08/22/2018,CBHCODE
2047  QUEEN CITY AV,020500240068,1381816,417773,92.00,3000,B201805591,BCOE667,INSECT AND RODENT CONTROL, 08/22/2018,CBHCODE
2179  QUEBEC RD,020500190052,1382140,415305,92.00,3000,B201801977,BCOE400,REPAIR ROOF, 02/26/2018,CBHCODE
2183  QUEBEC RD,020500190051,1382182,415301,92.00,3000,B202105286,CD06719682,REPAIR GUTTERS AND DOWNSPOUTS, 10/01/2021,CBHCODE
2183  QUEBEC RD,020500190051,1382182,415301,92.00,3000,B202105286,BCOE617,REPAIR BATH OR SHOWER, 10/01/2021,CBHCODE
2183  QUEBEC RD,020500190051,1382182,415301,92.00,3000,B202105286,BCOE619,REPAIR WATER CLOSET (TOILET), 10/01/2021,CBHCODE
2183  QUEBEC RD,020500190051,1382182,415301,92.00,3000,B202105286,BCOE634,DEFECTIVE PLUMBING LINES, 10/01/2021,CBHCODE
2183  QUEBEC RD,020500190051,1382182,415301,92.00,3000,B202105286,CD06719683,REPAIR WINDOWS, 10/01/2021,CBHCODE
2211  QUEBEC RD,020500190044,1382496,415390,92.00,3000,B202201032,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 04/26/2022,CBHCODE
2211  QUEBEC RD,020500190044,1382496,415390,92.00,3000,B202201032,BCOE412,WEATHERTIGHT EXTERIOR, 04/26/2022,CBHCODE
2211  QUEBEC RD,020500190044,1382496,415390,92.00,3000,B202003659,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 07/09/2020,CBHCODE
2211  QUEBEC RD,020500190044,1382496,415390,92.00,3000,B202003659,BCOE412,WEATHERTIGHT EXTERIOR, 07/09/2020,CBHCODE
2211  QUEBEC RD,020500190044,1382496,415390,92.00,3000,B202003659,CD06060917,REPAIR ROOF, 07/09/2020,CBHCODE
2269  QUEBEC RD,020500190002,1382984,416048,92.00,3000,B201905954,BCOE411,REPAIR SIDING, 08/19/2019,CBHCODE
2269  QUEBEC RD,020500190002,1382984,416048,92.00,3000,B201905954,BCOE400,REPAIR ROOF, 08/19/2019,CBHCODE
2269  QUEBEC RD,020500190002,1382984,416048,92.00,3000,B201905954,BCOE401,REPAIR FLASHING, 08/19/2019,CBHCODE
2269  QUEBEC RD,020500190002,1382984,416048,92.00,3000,B201905954,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 08/19/2019,CBHCODE
2283  QUEBEC RD,020500190001,1383019,416096,92.00,3000,B202103623,CD06610131,INSECT AND RODENT CONTROL, 07/26/2021,CBHCODE
2283  QUEBEC RD,020500190001,1383019,416096,92.00,3000,B202103623,CD06610132,PAINT EXTERIOR, 07/26/2021,CBHCODE
2283  QUEBEC RD,020500190001,1383019,416096,92.00,3000,B202003070,BCOE605,REPAIR LEAK AND DAMAGE, 07/24/2020,CBHCODE
2283  QUEBEC RD,020500190001,1383019,416096,92.00,3000,B202003070,BCOE667,INSECT AND RODENT CONTROL, 07/24/2020,CBHCODE
3721  WESTMONT DR,020500190082,1381527,416171,92.00,3000,B202104806,CD06855411,PAINT EXTERIOR, 01/26/2022,CBHCODE
3721  WESTMONT DR,020500190082,1381527,416171,92.00,3000,B202104806,CD06855414,DEFECTIVE PLUMBING LINES, 01/26/2022,CBHCODE
3721  WESTMONT DR,020500190082,1381527,416171,92.00,3000,B202104806,CD06855415,REPAIR DRYER VENT, 01/26/2022,CBHCODE
3721  WESTMONT DR,020500190082,1381527,416171,92.00,3000,B202201919,CD06984193,REPAIR LEAK AND DAMAGE, 04/22/2022,CBHCODE
3721  WESTMONT DR,020500190082,1381527,416171,92.00,3000,B202201919,CD06984195,TOILET ROOM SURFACES, 04/22/2022,CBHCODE
3721  WESTMONT DR,020500190082,1381527,416171,92.00,3000,B201805638,CD05127247,REPAIR LEAK AND DAMAGE, 08/23/2018,CBHCODE
3755  WESTMONT DR,020500190071,1381293,415587,92.00,3000,B202105439,CD06984197,PAINT EXTERIOR, 04/22/2022,CBHCODE
3755  WESTMONT DR,020500190071,1381293,415587,92.00,3000,B201907497,CD05765205,REPAIR SINK, 10/30/2019,CBHCODE
3755  WESTMONT DR,020500190071,1381293,415587,92.00,3000,B201907497,CD05765207,REPAIR WATER CLOSET (TOILET), 10/30/2019,CBHCODE
3757  WESTMONT DR,020500190071,1381288,415590,92.00,3000,B201904914,BCOE605,REPAIR LEAK AND DAMAGE, 07/19/2019,CBHCODE
3759  WESTMONT DR,020500190070,1381053,415433,92.00,3000,B201903598,CD05482557,REPAIR LEAK AND DAMAGE, 05/01/2019,CBHCODE
3759  WESTMONT DR,020500190070,1381053,415433,92.00,3000,B202001619,BCOE605,REPAIR LEAK AND DAMAGE, 03/24/2020,CBHCODE
3774  WESTMONT DR,020500190073,1380816,415807,92.00,3000,B201908362,CD05827515,REPAIR LEAK AND DAMAGE, 12/24/2019,CBHCODE
3779  WESTMONT DR,020400180072,1380402,415374,92.00,3000,B202105329,CD06723345,REPAIR DRYER VENT, 10/05/2021,CBHCODE
3779  WESTMONT DR,020400180072,1380402,415374,92.00,3000,B202105329,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/05/2021,CBHCODE
3779  WESTMONT DR,020400180072,1380402,415374,92.00,3000,B202105329,CD06723341,PAINT EXTERIOR, 10/05/2021,CBHCODE
3779  WESTMONT DR,020400180072,1380402,415374,92.00,3000,B202105329,CD06723342,REPAIR LEAK AND DAMAGE, 10/05/2021,CBHCODE
3779  WESTMONT DR,020400180072,1380402,415374,92.00,3000,B202105329,CD06723343,DEFECTIVE PLUMBING LINES, 10/05/2021,CBHCODE
3782  WESTMONT DR,020500190072,1380820,415646,92.00,3000,B201806837,CD05196335,REPAIR LEAK AND DAMAGE, 03/04/2019,CBHCODE
3796  WESTMONT DR,020400180013,1380230,415524,92.00,3000,B201802128,BCOE400,REPAIR ROOF, 02/26/2018,CBHCODE
3796  WESTMONT DR,020400180013,1380230,415524,92.00,3000,B201802128,BCOE605,REPAIR LEAK AND DAMAGE, 02/26/2018,CBHCODE
1711  WYOMING AV,02040A150129,1379788,414459,92.00,3003,B201902885,BCOE605,REPAIR LEAK AND DAMAGE, 03/11/2019,CBHCODE
1722  MINION AV,02040A150059,1379654,414521,92.00,3003,B202105391,BCOE622,TOILET ROOM VENTILATION, 10/12/2021,CBHCODE
1722  MINION AV,02040A150059,1379654,414521,92.00,3003,B202105391,BCOE621,TOILET ROOM SURFACES, 10/12/2021,CBHCODE
1722  MINION AV,02040A150059,1379654,414521,92.00,3003,B202105391,CD06733603,DEFECTIVE PLUMBING LINES, 10/12/2021,CBHCODE
1722  MINION AV,02040A150059,1379654,414521,92.00,3003,B202105391,CD06733598,REPAIR LEAK AND DAMAGE, 10/12/2021,CBHCODE
1722  MINION AV,02040A150059,1379654,414521,92.00,3003,B202105391,CD06733592,PAINT EXTERIOR, 10/12/2021,CBHCODE
1722  MINION AV,02040A150059,1379654,414521,92.00,3003,B202105391,CD06733591,REPAIR SIDING, 10/12/2021,CBHCODE
1722  MINION AV,02040A150059,1379654,414521,92.00,3003,B202105391,BCOE667,INSECT AND RODENT CONTROL, 10/12/2021,CBHCODE
1722  MINION AV,02040A150059,1379654,414521,92.00,3003,B202105391,CD06733590,REPAIR GUTTERS AND DOWNSPOUTS, 10/12/2021,CBHCODE
1722  MINION AV,02040A150059,1379654,414521,92.00,3003,B202105391,BCOE617,REPAIR BATH OR SHOWER, 10/12/2021,CBHCODE
1713  MINION AV,02040A150033,1379526,414423,92.00,3004,B202001479,BCOE400,REPAIR ROOF, 03/24/2020,CBHCODE
1713  MINION AV,02040A150033,1379526,414423,92.00,3004,B202001479,BCOE411,REPAIR SIDING, 03/24/2020,CBHCODE
1713  MINION AV,02040A150033,1379526,414423,92.00,3004,B202001479,BCOE414,REPAIR WINDOWS, 03/24/2020,CBHCODE
1713  MINION AV,02040A150033,1379526,414423,92.00,3004,B202001479,BCOE413,PAINT EXTERIOR, 03/24/2020,CBHCODE
1318  MANSS AV,020400160100,1379107,413836,92.00,3006,B201802664,CD04883317,REPAIR SIDING, 04/16/2018,CBHCODE
1318  MANSS AV,020400160100,1379107,413836,92.00,3006,B201802664,CD04883318,DEFECTIVE GAS APPLIANCE, 04/16/2018,CBHCODE
1324  MANSS AV,020400160104,1379104,413925,92.00,3006,B201807639,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 11/26/2018,CBHCODE
1324  MANSS AV,020400160104,1379104,413925,92.00,3006,B201807639,BCOE414,REPAIR WINDOWS, 11/26/2018,CBHCODE
1324  MANSS AV,020400160104,1379104,413925,92.00,3006,B202206542,BCOE414,REPAIR WINDOWS, 04/10/2023,CBHCODE
1324  MANSS AV,020400160104,1379104,413925,92.00,3006,B201807639,BCOE406,SEWER CONNECT DOWNSPOUTS, 11/26/2018,CBHCODE
1341  BEECH AV,020400160071,1379247,414115,92.00,3006,B202104300,CD06669369,REPAIR WINDOWS, 09/15/2021,CBHCODE
3810 W LIBERTY ST,020400160095,1379088,413679,92.00,3006,B202103522,BCOE606,PAINT OR PAPER ROOMS, 07/08/2021,CBHCODE
3810 W LIBERTY ST,020400160095,1379088,413679,92.00,3006,B202103522,BCOE414,REPAIR WINDOWS, 07/08/2021,CBHCODE
3810 W LIBERTY ST,020400160095,1379088,413679,92.00,3006,B202103522,BCOE413,PAINT EXTERIOR, 07/08/2021,CBHCODE
3810 W LIBERTY ST,020400160095,1379088,413679,92.00,3006,B202103522,BCOE412,WEATHERTIGHT EXTERIOR, 07/08/2021,CBHCODE
1308  BEECH AV,02040A150190,1379323,413705,92.00,3007,B202106429,CD06807549,REPAIR WINDOWS, 12/13/2021,CBHCODE
1308  BEECH AV,02040A150190,1379323,413705,92.00,3007,B202106429,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 12/13/2021,CBHCODE
1308  BEECH AV,02040A150190,1379323,413705,92.00,3007,B202106429,BCOE413,PAINT EXTERIOR, 12/13/2021,CBHCODE
1324  BEECH AV,020400160034,1379397,413935,92.00,3007,B202202344,CD07226782,REPAIR GUTTERS AND DOWNSPOUTS, 09/12/2022,CBHCODE
1324  BEECH AV,020400160034,1379397,413935,92.00,3007,B202202344,CD07226781,PAINT EXTERIOR, 09/12/2022,CBHCODE
1601  MINION AV,02040A150002,1379445,413612,92.00,3007,B202001626,CD05933010,REPAIR GUTTERS AND DOWNSPOUTS, 03/25/2020,CBHCODE
1601  MINION AV,02040A150002,1379445,413612,92.00,3007,B202001626,CD05933009,REPAIR ROOF, 03/25/2020,CBHCODE
1601  MINION AV,02040A150002,1379445,413612,92.00,3007,B202001626,BCOE411,REPAIR SIDING, 03/25/2020,CBHCODE
1621  MINION AV,02040A150008,1379463,413810,92.00,3007,B201806796,CD05194242,REPAIR LEAK AND DAMAGE, 10/04/2018,CBHCODE
1621  MINION AV,02040A150008,1379463,413810,92.00,3007,B201806796,BCOE667,INSECT AND RODENT CONTROL, 10/04/2018,CBHCODE
1623  MINION AV,02040A150012,1379464,413846,92.00,3007,B201902984,CD05404415,REPAIR GUTTERS AND DOWNSPOUTS, 03/07/2019,CBHCODE
1403  BOWMAN AV,017200160087,1386403,411770,93.00,1000,B201808062,BCOE619,REPAIR WATER CLOSET (TOILET), 01/07/2019,CBHCODE
1625  STATE AV,016800030044,1387215,413076,93.00,1000,B202003293,BCOE414,REPAIR WINDOWS, 07/01/2020,CBHCODE
1625  STATE AV,016800030044,1387215,413076,93.00,1000,B202003293,BCOE411,REPAIR SIDING, 07/01/2020,CBHCODE
1625  STATE AV,016800030044,1387215,413076,93.00,1000,B201805242,BCOE411,REPAIR SIDING, 07/31/2018,CBHCODE
1625  STATE AV,016800030044,1387215,413076,93.00,1000,B201805242,BCOE414,REPAIR WINDOWS, 07/31/2018,CBHCODE
1663  STATE AV,016800030145,1387416,413343,93.00,1000,B202001085,CD05886199,REPAIR SIDING, 02/11/2020,CBHCODE
1669  STATE AV,016800020086,1387441,413414,93.00,1000,B202001025,CD05883028,VACATE THE BUILDING, 02/07/2020,CBHCODE
1669  STATE AV,016800020086,1387441,413414,93.00,1000,B201807645,CD05262972,REPAIR WINDOWS, 11/21/2018,CBHCODE
1669  STATE AV,016800020086,1387441,413414,93.00,1000,B201807645,BCOE668,DEFECTIVE GAS LINES, 11/21/2018,CBHCODE
1669  STATE AV,016800020086,1387441,413414,93.00,1000,B201807645,BCOE605,REPAIR LEAK AND DAMAGE, 11/21/2018,CBHCODE
1669  STATE AV,016800020086,1387441,413414,93.00,1000,B201807645,CD05262971,REPAIR GUTTERS AND DOWNSPOUTS, 11/21/2018,CBHCODE
1669  STATE AV,016800020086,1387441,413414,93.00,1000,B201807645,BCOE412,WEATHERTIGHT EXTERIOR, 11/21/2018,CBHCODE
1673  STATE AV,016800020085,1387452,413444,93.00,1000,B201800134,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 01/17/2018,CBHCODE
1673  STATE AV,016800020085,1387452,413444,93.00,1000,B201800134,BCOE411,REPAIR SIDING, 01/17/2018,CBHCODE
1673  STATE AV,016800020085,1387452,413444,93.00,1000,B201800134,BCOE412,WEATHERTIGHT EXTERIOR, 01/17/2018,CBHCODE
1675  STATE AV,016800020084,1387467,413468,93.00,1000,B201800133,BCOE413,PAINT EXTERIOR, 01/17/2018,CBHCODE
1675  STATE AV,016800020084,1387467,413468,93.00,1000,B201800133,CD04771780,REPAIR WINDOWS, 01/17/2018,CBHCODE
1675  STATE AV,016800020084,1387467,413468,93.00,1000,B201800133,BCOE400,REPAIR ROOF, 01/17/2018,CBHCODE
1675  STATE AV,016800020084,1387467,413468,93.00,1000,B201800133,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 01/17/2018,CBHCODE
1675  STATE AV,016800020084,1387467,413468,93.00,1000,B201800133,BCOE411,REPAIR SIDING, 01/17/2018,CBHCODE
1697  STATE AV,016800020074,1387678,413684,93.00,1000,B201800135,BCOE414,REPAIR WINDOWS, 01/17/2018,CBHCODE
1697  STATE AV,016800020074,1387678,413684,93.00,1000,B201805238,BCOE414,REPAIR WINDOWS, 07/31/2018,CBHCODE
1709  STATE AV,016800020067,1387741,413811,93.00,1000,B201800136,BCOE413,PAINT EXTERIOR, 01/31/2018,CBHCODE
1709  STATE AV,016800020067,1387741,413811,93.00,1000,B201800136,CD04795070,REPAIR SIDING, 01/31/2018,CBHCODE
2404  GLENWAY AV,014900130013,1385710,410138,93.00,1000,B201900252,CD05336997,REPAIR GUTTERS AND DOWNSPOUTS, 01/24/2019,CBHCODE
2404  GLENWAY AV,014900130013,1385710,410138,93.00,1000,B201900252,CD05336999,REPAIR WINDOWS, 01/24/2019,CBHCODE
2691  LEHMAN RD,01680003CD01,1386549,412893,93.00,1000,B201804157,CD05002778,SEWER CONNECT DOWNSPOUTS, 06/22/2018,CBHCODE
2691  LEHMAN RD,01680003CD01,1386549,412893,93.00,1000,B201804157,CD05002777,CLOGGED YARD DRAINS, 06/22/2018,CBHCODE
